STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,Countrycode,Country,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,Date,Time period,Capacity Utilization,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,88.525,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,86.575,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,79.45,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,87.125,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,87.675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,85.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1978,,78.99681,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1979,,81.49322,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1980,,81.23634,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1981,,78.47963,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1982,,76.73646,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1983,,79.49522,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1984,,82.25634,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1985,,83.55,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1986,,84.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1987,,84.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1988,,84.575,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1989,,85.875,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1990,,85.875,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1991,,84.625,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1992,,83.725,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1993,,81.025,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1994,,82.875,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1995,,84.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1996,,84.025,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1997,,84.475,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1998,,85.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1999,,84.075,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2000,,84.525,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2001,,84.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2002,,83.025,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2003,,81.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2004,,82.65,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2005,,81.975,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2006,,82.475,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2007,,83.575,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2008,,83.275,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2009,,76.15,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2010,,79.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2011,,80.075,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2012,,78.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2013,,76.95,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2014,,79.95,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2015,,81.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2016,,81.65,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2017,,82.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,83.925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,84.125,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,78.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,82.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,83.675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,NLD,Netherlands,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,81.925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1996,,84.775,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1997,,85.525,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1998,,85.45,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1999,,84.775,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2000,,86.625,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2001,,83.925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2002,,83.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2003,,83.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2004,,85.275,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2005,,86.025,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2006,,87.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2007,,87.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2008,,86.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2009,,73.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2010,,80.225,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2011,,85.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2012,,82.175,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2013,,80.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2014,,80.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2015,,80.925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2016,,83.15,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2017,,85.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,87.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,86,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,79.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,85.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,SWE,Sweden,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1975,,-30.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1976,,-20.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1977,,-19.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1978,,-18.75,,A,Normal value,0,Units,2,Two,,
