STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GBR,United Kingdom,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,27.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GBR,United Kingdom,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,26.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GBR,United Kingdom,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,26,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GBR,United Kingdom,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,26,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GBR,United Kingdom,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,26.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,80,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,80,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1974,,88,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,BEL,Belgium,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,96,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,52,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,48.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,40,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,40,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,35,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,SVK,Slovak Republic,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,24.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,45.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,39.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,39.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,42.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,42.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,38.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,35.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,33.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,34.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,34.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,24.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,22.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,24.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,22.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,26.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,27.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,26.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,26.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,25.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,25.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,28.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,28.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,23.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,HUN,Hungary,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,21.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,31.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1961,,31.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1962,,29.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1963,,29.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1964,,28.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,29.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1966,,30,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1967,,32.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1968,,32.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1969,,32.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,33.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1971,,33.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1972,,34.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1973,,36.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1974,,36.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,37.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1976,,37.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1977,,38.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1978,,38.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1979,,37.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,37.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,36.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1982,,39.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1983,,38.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1984,,38.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1986,,37.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1987,,37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1988,,36.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1989,,36.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,38,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,38.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,38.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,38.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,37.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,37,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,36,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,33.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,CAN,Canada,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,33,,A,Normal value,0,Units,1,One
